,id,lat,lon,city,country
0,46,51.50642000000005,-0.1272099999999341,London,GBR
1,322,51.50642000000005,-0.1272099999999341,London,GBR
2,344,51.50642000000005,-0.1272099999999341,London,GBR
3,717,51.50642000000005,-0.1272099999999341,London,GBR
4,1136,51.50642000000005,-0.1272099999999341,London,GBR
5,1166,51.50642000000005,-0.1272099999999341,London,GBR
6,1642,51.50642000000005,-0.1272099999999341,London,GBR
7,1669,51.50642000000005,-0.1272099999999341,London,GBR
8,1906,51.50642000000005,-0.1272099999999341,London,GBR
9,2002,51.50642000000005,-0.1272099999999341,London,GBR
10,2007,51.50642000000005,-0.1272099999999341,London,GBR
11,2214,51.50642000000005,-0.1272099999999341,London,GBR
12,2630,51.50642000000005,-0.1272099999999341,London,GBR
13,2632,51.50642000000005,-0.1272099999999341,London,GBR
14,2959,51.50642000000005,-0.1272099999999341,London,GBR
15,2986,51.50642000000005,-0.1272099999999341,London,GBR
16,3171,51.50642000000005,-0.1272099999999341,London,GBR
17,3180,51.50642000000005,-0.1272099999999341,London,GBR
18,3221,51.50642000000005,-0.1272099999999341,London,GBR
19,3284,51.50642000000005,-0.1272099999999341,London,GBR
20,3287,51.50642000000005,-0.1272099999999341,London,GBR
21,3428,51.50642000000005,-0.1272099999999341,London,GBR
22,3677,51.50642000000005,-0.1272099999999341,London,GBR
23,3788,51.50642000000005,-0.1272099999999341,London,GBR
24,3914,51.50642000000005,-0.1272099999999341,London,GBR
25,4013,51.50642000000005,-0.1272099999999341,London,GBR
26,4034,51.50642000000005,-0.1272099999999341,London,GBR
27,4393,51.50642000000005,-0.1272099999999341,London,GBR
28,4436,51.50642000000005,-0.1272099999999341,London,GBR
29,4599,51.50642000000005,-0.1272099999999341,London,GBR
30,4687,51.50642000000005,-0.1272099999999341,London,GBR
31,4696,51.50642000000005,-0.1272099999999341,London,GBR
32,4914,51.50642000000005,-0.1272099999999341,London,GBR
33,5673,51.50642000000005,-0.1272099999999341,London,GBR
34,5895,51.50642000000005,-0.1272099999999341,London,GBR
35,6458,51.50642000000005,-0.1272099999999341,London,GBR
36,6663,51.50642000000005,-0.1272099999999341,London,GBR
37,6990,51.50642000000005,-0.1272099999999341,London,GBR
38,7157,51.50642000000005,-0.1272099999999341,London,GBR
39,7167,51.50642000000005,-0.1272099999999341,London,GBR
40,7168,51.50642000000005,-0.1272099999999341,London,GBR
41,7176,51.50642000000005,-0.1272099999999341,London,GBR
42,7393,51.50642000000005,-0.1272099999999341,London,GBR
43,7599,51.50642000000005,-0.1272099999999341,London,GBR
44,7839,51.50642000000005,-0.1272099999999341,London,GBR
45,8162,51.50642000000005,-0.1272099999999341,London,GBR
46,8293,51.50642000000005,-0.1272099999999341,London,GBR
47,8314,51.50642000000005,-0.1272099999999341,London,GBR
48,8733,51.50642000000005,-0.1272099999999341,London,GBR
49,8737,51.50642000000005,-0.1272099999999341,London,GBR
50,8746,51.50642000000005,-0.1272099999999341,London,GBR
51,8749,51.50642000000005,-0.1272099999999341,London,GBR
52,8914,51.50642000000005,-0.1272099999999341,London,GBR
53,9063,51.50642000000005,-0.1272099999999341,London,GBR
54,9342,51.50642000000005,-0.1272099999999341,London,GBR
55,9444,51.50642000000005,-0.1272099999999341,London,GBR
56,9568,51.50642000000005,-0.1272099999999341,London,GBR
57,9858,51.50642000000005,-0.1272099999999341,London,GBR
58,9886,51.50642000000005,-0.1272099999999341,London,GBR
59,9903,51.50642000000005,-0.1272099999999341,London,GBR
60,10021,51.50642000000005,-0.1272099999999341,London,GBR
61,10056,51.50642000000005,-0.1272099999999341,London,GBR
62,10380,51.50642000000005,-0.1272099999999341,London,GBR
63,10401,51.50642000000005,-0.1272099999999341,London,GBR
64,48,52.47891000000004,-1.9059199999999803,Birmingham,GBR
65,93,52.47891000000004,-1.9059199999999803,Birmingham,GBR
66,3586,52.47891000000004,-1.9059199999999803,Birmingham,GBR
67,3911,52.47891000000004,-1.9059199999999803,Birmingham,GBR
68,8156,52.47891000000004,-1.9059199999999803,Birmingham,GBR
69,50,7.188100000000078,21.093750000000053,,CAF
70,4706,7.188100000000078,21.093750000000053,,CAF
71,8150,7.188100000000078,21.093750000000053,,CAF
